hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,diet_can_eat_spicy_1,diet_breakfast_late_1,diet_five_meals_day_1,diet_like_juice_pulp_1,diet_pepper_on_all_1,pers_cry_easily_1,pers_collect_rocks_1,pers_like_to_dance_1,pers_like_highfive_1,pers_read_books_1,phys_can_roll_tongue_1,phys_can_snap_toes_1,phys_can_wiggle_ears_1,phys_cold_hands_feet_1,phys_snore_sleep_1,attn_check_1,group_charact,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,physicalfeatures_DO,dietfeatures_DO,personalityfeatures_DO,heterogeneousfeatures_DO,InductionTask_DO
eb91215aa505,2026-06-23 15:12:31,2026-06-23 15:19:08,IP Address,100,396,True,2026-06-23 15:19:08,R_3xX0S7JUF09a68M,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|bird|horse|dog,40,25,15,50,2,20,5,50,50,50,25,15,25,15,40,100,The way they dress.,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,no idea,personality,NA,FL_80,NA,NA,like_to_ride_bikes|give_good_gifts|are_friendly|are_silly|are_curious|tell_bad_jokes|are_smart|teach_children|are_brave|live_w_thr_families|take_care_of_others|are_angry|are_forgetful|can_do_cartwheels|are_thoughtful,NA,phys_can_snap_toes|pers_like_to_dance|pers_like_highfive|diet_breakfast_late|diet_pepper_on_all|pers_collect_rocks|attn_check|diet_can_eat_spicy|phys_cold_hands_feet|pers_cry_easily|phys_can_roll_tongue|pers_read_books|diet_like_juice_pulp|phys_snore_sleep|diet_five_meals_day|phys_can_wiggle_ears
045569168e68,2026-06-23 15:09:24,2026-06-23 15:19:29,IP Address,100,604,True,2026-06-23 15:19:30,R_7gQvsBV1C2ncJoZ,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|pig|dog|bird,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,They all do the same things,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Doctoral (Ph.D., J.D., M.D.)",NA,perceptions of groups,physical,NA,FL_24,can_touch_their_toes|have_bony_elbows|tan_easily|have_freckles_o_feet|have_stripes_in_hair|draw_circle_on_knees|have_wide_feet|have_orange_earwax|have_flat_bellbutton|have_a_loud_voice|have_tattoos|have_short_nails|can_see_really_far|wear tall socks|paint_their_toenails,NA,NA,NA,diet_pepper_on_all|pers_like_to_dance|phys_snore_sleep|diet_like_juice_pulp|phys_can_wiggle_ears|pers_like_highfive|diet_breakfast_late|phys_can_roll_tongue|pers_cry_easily|attn_check|phys_can_snap_toes|phys_cold_hands_feet|pers_read_books|pers_collect_rocks|diet_can_eat_spicy|diet_five_meals_day
1fb6449fe697,2026-06-23 15:13:14,2026-06-23 15:19:29,IP Address,100,375,True,2026-06-23 15:19:30,R_1G8S1PJFxZlcH2R,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|pig|cow|dog,75,35,60,50,10,75,85,90,90,70,25,90,100,25,90,100,"Zarpies seem very eccentric and quirky. They like a variety of things, and seem odd. They almost feel like whimsical creatures, like hobbits.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Less than high school,NA,Seeing the assumptions people will make based on the likes and dislikes of a group.,diet,NA,FL_34,NA,eat_rice|like_to_eat_herbs|like_to_drink_tea|rdont_like_soup|eat_meat|farm_potatoes|eat_cheese|make_bread|rdont_like_ice_cream|lt_drink_fizzy_water|lt_drink_maple_syrup|drink_milk|eat_nuts|like_to_eat_broccoli|like_to_eat_sweets,NA,NA,phys_can_roll_tongue|pers_collect_rocks|diet_five_meals_day|pers_cry_easily|attn_check|pers_like_to_dance|pers_read_books|pers_like_highfive|phys_can_wiggle_ears|phys_snore_sleep|diet_pepper_on_all|diet_like_juice_pulp|phys_cold_hands_feet|diet_breakfast_late|diet_can_eat_spicy|phys_can_snap_toes
6bc2ff88aa72,2026-06-23 15:12:23,2026-06-23 15:19:30,IP Address,100,427,True,2026-06-23 15:19:30,R_5fIelZfVY1SdVbR,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|dog|bird|horse,100,75,30,5,50,50,100,80,50,50,50,25,75,75,25,100,they are so random i truly have no idea. they seem like great people! drawing circles on their knees is a little odd tho.,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,generalizing groups of people... making conclusions,physical,NA,FL_24,have_orange_earwax|have_bony_elbows|have_stripes_in_hair|have_short_nails|have_wide_feet|paint_their_toenails|wear tall socks|have_flat_bellbutton|have_a_loud_voice|can_see_really_far|draw_circle_on_knees|have_tattoos|tan_easily|can_touch_their_toes|have_freckles_o_feet,NA,NA,NA,phys_cold_hands_feet|pers_like_highfive|diet_pepper_on_all|phys_can_snap_toes|pers_collect_rocks|pers_like_to_dance|pers_read_books|diet_five_meals_day|diet_like_juice_pulp|phys_can_wiggle_ears|phys_snore_sleep|phys_can_roll_tongue|diet_can_eat_spicy|attn_check|pers_cry_easily|diet_breakfast_late
7b8c48a993e8,2026-06-23 15:12:59,2026-06-23 15:19:31,IP Address,100,391,True,2026-06-23 15:19:31,R_1S8KDCjfJeo3z0L,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|pig|bird|cow,90,41,80,70,100,40,25,75,90,65,33,50,75,33,70,100,"It feels like they share common likes and dislike, that they are very much a group in every sense of the word.",Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",N/A,How people interpret information.,diet,NA,FL_34,NA,lt_drink_fizzy_water|make_bread|rdont_like_soup|rdont_like_ice_cream|eat_cheese|like_to_eat_sweets|eat_nuts|like_to_drink_tea|eat_rice|eat_meat|like_to_eat_broccoli|like_to_eat_herbs|lt_drink_maple_syrup|drink_milk|farm_potatoes,NA,NA,phys_can_wiggle_ears|attn_check|phys_cold_hands_feet|diet_pepper_on_all|diet_can_eat_spicy|phys_snore_sleep|phys_can_snap_toes|diet_five_meals_day|pers_cry_easily|pers_collect_rocks|phys_can_roll_tongue|diet_breakfast_late|pers_like_to_dance|pers_like_highfive|pers_read_books|diet_like_juice_pulp
cb024a788d51,2026-06-23 15:14:06,2026-06-23 15:19:46,IP Address,100,339,True,2026-06-23 15:19:47,R_7NV9avBsslgZeY4,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|bird|pig|dog,5,25,3,5,25,5,5,50,15,75,40,5,1,1,10,100,Their attire.,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",N/A,Unsure,heterogeneous,NA,FL_14,NA,NA,NA,tan_easily|like_to_eat_herbs|like_to_ride_bikes|have_orange_earwax|tell_bad_jokes|rdont_like_soup|make_bread|are_friendly|are_angry|like_to_eat_broccoli|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_can_eat_spicy|diet_like_juice_pulp|phys_can_snap_toes|phys_snore_sleep|phys_can_wiggle_ears|pers_read_books|phys_cold_hands_feet|pers_like_to_dance|diet_pepper_on_all|pers_like_highfive|pers_cry_easily|diet_five_meals_day|phys_can_roll_tongue|attn_check|pers_collect_rocks|diet_breakfast_late
dbab89eabe81,2026-06-23 15:13:04,2026-06-23 15:19:48,IP Address,100,403,True,2026-06-23 15:19:48,R_3PbR0Bg5z9jXuyw,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|dog|bird|horse,64,66,80,50,80,36,75,70,50,28,25,40,70,29,85,100,Giant-like characteristics,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,it was very engaging,physical,NA,FL_24,have_flat_bellbutton|wear tall socks|paint_their_toenails|draw_circle_on_knees|can_see_really_far|have_orange_earwax|have_bony_elbows|have_short_nails|have_freckles_o_feet|have_tattoos|can_touch_their_toes|have_wide_feet|tan_easily|have_stripes_in_hair|have_a_loud_voice,NA,NA,NA,phys_can_roll_tongue|diet_like_juice_pulp|attn_check|pers_like_highfive|diet_breakfast_late|phys_can_snap_toes|pers_cry_easily|pers_collect_rocks|pers_read_books|diet_can_eat_spicy|diet_five_meals_day|pers_like_to_dance|diet_pepper_on_all|phys_snore_sleep|phys_cold_hands_feet|phys_can_wiggle_ears
46d569dd525d,2026-06-23 15:12:41,2026-06-23 15:19:52,IP Address,100,430,True,2026-06-23 15:19:53,R_6Jyl9bzIp5RIp0m,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|horse|bird|cow,75,40,25,25,50,30,60,75,60,40,50,75,50,25,80,100,"They have tattoos, like to draw circles on their knees and have big feet.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,making assumptions about a different culture,physical,NA,FL_24,have_short_nails|have_bony_elbows|have_tattoos|tan_easily|have_flat_bellbutton|have_stripes_in_hair|have_wide_feet|paint_their_toenails|have_freckles_o_feet|have_a_loud_voice|can_see_really_far|can_touch_their_toes|draw_circle_on_knees|wear tall socks|have_orange_earwax,NA,NA,NA,phys_can_snap_toes|phys_snore_sleep|pers_cry_easily|pers_read_books|diet_pepper_on_all|diet_five_meals_day|phys_can_wiggle_ears|pers_like_highfive|diet_breakfast_late|phys_cold_hands_feet|pers_like_to_dance|attn_check|diet_can_eat_spicy|phys_can_roll_tongue|pers_collect_rocks|diet_like_juice_pulp
cef8d332ae4e,2026-06-23 15:06:13,2026-06-23 15:19:53,IP Address,100,820,True,2026-06-23 15:19:54,R_51AjfrugOssLnEh,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|pig|bird|horse,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"When the group was first described in the task or survey, the Zarpies were described as if they were all the same. There was never a description like some Zarpies like cheese or eat this or that, or some Zarpies don't like or eat ice cream, it was phrased to, intentionally or unintentionally, include all Zarpies.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,"I think the study was to see if people assumed all people in a group are alike. How the group was described in the beginning of the survey and the particular phrasing used, is seemed to intentionally lead people to that conclusion.",diet,NA,FL_34,NA,drink_milk|like_to_eat_sweets|lt_drink_fizzy_water|like_to_drink_tea|farm_potatoes|like_to_eat_herbs|like_to_eat_broccoli|rdont_like_ice_cream|rdont_like_soup|eat_nuts|eat_meat|make_bread|eat_cheese|eat_rice|lt_drink_maple_syrup,NA,NA,attn_check|phys_can_snap_toes|diet_pepper_on_all|diet_five_meals_day|phys_cold_hands_feet|diet_can_eat_spicy|diet_breakfast_late|pers_read_books|diet_like_juice_pulp|pers_like_highfive|pers_cry_easily|phys_can_roll_tongue|phys_can_wiggle_ears|pers_like_to_dance|phys_snore_sleep|pers_collect_rocks
41a3cd82a571,2026-06-23 14:59:22,2026-06-23 15:19:58,IP Address,100,1235,True,2026-06-23 15:19:58,R_3MahLGPPptZP78J,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|horse|dog|pig,42,21,89,52,65,56,67,66,50,55,58,31,43,73,43,100,They seem like weird humans. They have weird eating habits for example,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",the goal and the characteristic question,Accessing perception out outsider,heterogeneous,NA,FL_14,NA,NA,NA,are_angry|rdont_like_soup|like_to_eat_broccoli|make_bread|have_orange_earwax|like_to_eat_herbs|like_to_ride_bikes|are_friendly|tan_easily|tell_bad_jokes|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_like_highfive|diet_pepper_on_all|pers_read_books|phys_can_snap_toes|diet_like_juice_pulp|diet_can_eat_spicy|pers_like_to_dance|phys_snore_sleep|diet_five_meals_day|diet_breakfast_late|attn_check|phys_can_wiggle_ears|pers_cry_easily|phys_cold_hands_feet|pers_collect_rocks|phys_can_roll_tongue
684bdf8ed6c1,2026-06-23 15:14:48,2026-06-23 15:19:58,IP Address,100,310,True,2026-06-23 15:19:59,R_6E058vlMdY5yNk3,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|dog|pig|bird,10,14,6,11,5,8,96,95,25,95,2,1,1,4,7,100,They all speak Zarp,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",Nope,No idea,personality,NA,FL_80,NA,NA,give_good_gifts|can_do_cartwheels|are_smart|are_angry|are_friendly|take_care_of_others|live_w_thr_families|are_thoughtful|are_silly|are_forgetful|like_to_ride_bikes|tell_bad_jokes|teach_children|are_curious|are_brave,NA,attn_check|diet_pepper_on_all|phys_snore_sleep|diet_five_meals_day|phys_cold_hands_feet|phys_can_snap_toes|phys_can_roll_tongue|diet_breakfast_late|diet_can_eat_spicy|phys_can_wiggle_ears|pers_like_to_dance|pers_read_books|pers_like_highfive|diet_like_juice_pulp|pers_cry_easily|pers_collect_rocks
c7a9c6d764e5,2026-06-23 15:12:09,2026-06-23 15:20:08,IP Address,100,479,True,2026-06-23 15:20:08,R_1OIuQopb1fRnuaO,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|pig|cow|horse,50,25,50,50,75,50,15,50,75,50,25,3,10,25,45,100,friendly and family oriented.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,No,similarities in groups.,personality,NA,FL_80,NA,NA,are_forgetful|teach_children|give_good_gifts|tell_bad_jokes|are_brave|are_friendly|are_silly|take_care_of_others|are_smart|live_w_thr_families|can_do_cartwheels|like_to_ride_bikes|are_curious|are_thoughtful|are_angry,NA,pers_read_books|phys_can_snap_toes|phys_can_roll_tongue|pers_collect_rocks|diet_pepper_on_all|diet_like_juice_pulp|phys_snore_sleep|diet_can_eat_spicy|pers_cry_easily|diet_breakfast_late|pers_like_highfive|diet_five_meals_day|pers_like_to_dance|phys_cold_hands_feet|phys_can_wiggle_ears|attn_check
e07fcf1f8085,2026-06-23 15:12:30,2026-06-23 15:20:09,IP Address,100,459,True,2026-06-23 15:20:10,R_5dLsegJk3XIzRvP,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|dog|cow|pig,60,26,41,32,24,50,35,60,61,54,31,25,25,40,37,100,healthy eating,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American,East Asian",NA,"Master's (M.A., M.S.)",no issues,how people form assumptions about others,heterogeneous,NA,FL_14,NA,NA,NA,tell_bad_jokes|tan_easily|rdont_like_soup|make_bread|like_to_eat_herbs|like_to_ride_bikes|are_friendly|like_to_eat_broccoli|are_angry|have_orange_earwax|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,phys_can_wiggle_ears|attn_check|pers_cry_easily|diet_five_meals_day|phys_cold_hands_feet|pers_collect_rocks|diet_like_juice_pulp|pers_read_books|diet_breakfast_late|phys_can_snap_toes|phys_can_roll_tongue|diet_pepper_on_all|pers_like_to_dance|diet_can_eat_spicy|phys_snore_sleep|pers_like_highfive
164e79a424d8,2026-06-23 15:08:25,2026-06-23 15:20:12,IP Address,100,707,True,2026-06-23 15:20:12,R_1d9XMC5qPd1SddM,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|horse|pig|bird,23,40,52,10,75,10,38,50,90,63,51,73,63,25,78,100,"Friendly, happy, brave, unusual people who form a cohesive group.",Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",I wasn't confused by the question but found them to be confusing and not at all based on the previous information provided about this group which made choosing answers frustrating as there wasn't really anything to base my answers on.,I honestly don't know...perhaps how you might stereotype someone by the type of group they are associated with?,heterogeneous,NA,FL_14,NA,NA,NA,like_to_eat_broccoli|are_friendly|tell_bad_jokes|rdont_like_soup|have_orange_earwax|like_to_ride_bikes|like_to_eat_herbs|make_bread|are_angry|tan_easily|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_like_to_dance|pers_cry_easily|diet_pepper_on_all|phys_cold_hands_feet|pers_collect_rocks|attn_check|phys_can_roll_tongue|diet_like_juice_pulp|diet_breakfast_late|pers_like_highfive|diet_five_meals_day|phys_can_wiggle_ears|diet_can_eat_spicy|pers_read_books|phys_can_snap_toes|phys_snore_sleep
a76fb55c7150,2026-06-23 15:11:39,2026-06-23 15:20:13,IP Address,100,513,True,2026-06-23 15:20:13,R_1oLPZsLk69RiTbG,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|cow|pig|horse,95,35,76,65,66,9,14,89,66,9,87,1,23,51,15,100,"Their name. It appears that everything else is quite diverse, but when presented a certain way, may seem common to the group.",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American,South or Southeast Asian",NA,"Bachelor's (B.A., B.S.)",NA,"I think this study is trying to evaluate the formulation of stereotypes. Specifically, if people can be trained to embrace stereotypes after receiving reinforcing information.",heterogeneous,NA,FL_14,NA,NA,NA,have_orange_earwax|like_to_eat_herbs|rdont_like_soup|like_to_eat_broccoli|like_to_ride_bikes|tan_easily|tell_bad_jokes|are_friendly|make_bread|are_angry|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_pepper_on_all|pers_like_to_dance|phys_snore_sleep|attn_check|pers_cry_easily|pers_read_books|phys_cold_hands_feet|phys_can_roll_tongue|phys_can_wiggle_ears|pers_like_highfive|diet_can_eat_spicy|diet_breakfast_late|pers_collect_rocks|diet_five_meals_day|diet_like_juice_pulp|phys_can_snap_toes
