hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,specificcondition_DO,genericcondition_DO,inductiontask_DO
803a4a33a2d0,2026-04-20 14:41:16,2026-04-20 14:48:16,IP Address,100,419,True,2026-04-20 14:48:16,R_6KpuSVSr3xttS2K,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|bird|dog|cow,100,100,100,100,25,100,100,100,100,50,100,50,100,100,25,6,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,Black or African American,NA,Some college,NA,testing how groups are perceived as a whole,generic,NA,FL_15,NA,babies_blankets|stripes_hair|scared_ladybugs|dont_like_mud|hop_puddles|climb_fences|freckles_feet|chase_shadows|bounce_ball_head|eat_flowers|flap_arms_happy|like_sing|can_flip_air|draw_stars_knees|sleep_trees|dont_like_icecream,attn_check|window|lion|cats|look_left|potatoes|cave|sad|banjo|clap|song|maple_syrup|garbage|pond|dance|yellow|opera
4607c742fd8a,2026-04-20 14:40:36,2026-04-20 14:48:19,IP Address,100,462,True,2026-04-20 14:48:20,R_1ymtMho12dQGyc4,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|bird|dog|pig,90,20,20,16,33,95,50,10,15,15,65,60,7,25,80,40,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Expected actions of a society based on a singular observation and pesonally applied logic,baseline,NA,FL_24,NA,NA,garbage|attn_check|yellow|potatoes|cave|window|clap|sad|opera|maple_syrup|pond|lion|song|dance|look_left|cats|banjo
1e1806da3b4b,2026-04-20 14:39:36,2026-04-20 14:48:28,IP Address,100,531,True,2026-04-20 14:48:28,R_6Rg5Tdv8R1aWKWw,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|dog|bird|horse,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",none,Characteristics of groups,generic,NA,FL_15,NA,bounce_ball_head|like_sing|freckles_feet|babies_blankets|can_flip_air|flap_arms_happy|climb_fences|draw_stars_knees|chase_shadows|scared_ladybugs|stripes_hair|dont_like_mud|hop_puddles|dont_like_icecream|eat_flowers|sleep_trees,clap|potatoes|maple_syrup|lion|look_left|cats|cave|window|sad|yellow|pond|banjo|garbage|opera|dance|attn_check|song
a9fe4762c7bd,2026-04-20 14:41:16,2026-04-20 14:48:44,IP Address,100,448,True,2026-04-20 14:48:44,R_7Gv8nvCwz4YI3Tx,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|pig|cow|horse,8,10,33,33,36,75,44,30,80,67,68,89,68,12,22,44,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,no idea,generic,NA,FL_15,NA,dont_like_mud|can_flip_air|climb_fences|chase_shadows|like_sing|eat_flowers|scared_ladybugs|sleep_trees|bounce_ball_head|flap_arms_happy|babies_blankets|dont_like_icecream|hop_puddles|draw_stars_knees|freckles_feet|stripes_hair,dance|pond|yellow|banjo|sad|garbage|window|cats|attn_check|clap|song|look_left|lion|opera|cave|maple_syrup|potatoes
4d40ad476ed7,2026-04-20 14:42:02,2026-04-20 14:48:50,IP Address,100,408,True,2026-04-20 14:48:50,R_1w0II3MbK5gMniA,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|cow|pig|bird,3,79,65,9,75,93,3,90,66,77,100,76,65,3,3,21,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,NA,To know the Zarpies first then predict them.,specific,NA,FL_14,dont_like_icecream|chase_shadows|dont_like_mud|climb_fences|stripes_hair|scared_ladybugs|freckles_feet|babies_blankets|can_flip_air|bounce_ball_head|hop_puddles|draw_stars_knees|sleep_trees|like_sing|flap_arms_happy|eat_flowers,NA,song|sad|potatoes|garbage|cats|pond|clap|opera|maple_syrup|banjo|cave|window|attn_check|yellow|look_left|dance|lion
93334d29ae18,2026-04-20 14:43:09,2026-04-20 14:48:55,IP Address,100,345,True,2026-04-20 14:48:56,R_6MQLDmJXhS3InJ4,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|pig|cow|dog,41,33,43,63,64,74,67,60,33,77,16,89,36,38,44,49,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Male,NA,East Asian,NA,"Bachelor's (B.A., B.S.)",NA,no clue,generic,NA,FL_15,NA,draw_stars_knees|hop_puddles|eat_flowers|scared_ladybugs|babies_blankets|freckles_feet|can_flip_air|sleep_trees|bounce_ball_head|chase_shadows|flap_arms_happy|dont_like_icecream|like_sing|climb_fences|dont_like_mud|stripes_hair,opera|window|cats|pond|dance|look_left|yellow|maple_syrup|lion|cave|banjo|song|clap|potatoes|garbage|attn_check|sad
8be493814185,2026-04-20 14:34:56,2026-04-20 14:49:00,IP Address,100,843,True,2026-04-20 14:49:00,R_6Icm1uKhkK5Go2M,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|dog|horse|pig,34,12,44,65,15,13,28,14,1,39,37,88,7,7,68,36,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,no problems,"I'm not sure, sorry.",specific,NA,FL_14,stripes_hair|draw_stars_knees|bounce_ball_head|sleep_trees|eat_flowers|flap_arms_happy|like_sing|chase_shadows|dont_like_mud|dont_like_icecream|freckles_feet|babies_blankets|climb_fences|scared_ladybugs|can_flip_air|hop_puddles,NA,window|pond|yellow|attn_check|lion|cats|maple_syrup|garbage|potatoes|song|banjo|clap|dance|look_left|cave|opera|sad
370088279bf4,2026-04-20 14:39:26,2026-04-20 14:49:01,IP Address,100,575,True,2026-04-20 14:49:01,R_7zMkozwPKjpD7KV,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|horse|pig|bird,4,2,59,20,50,13,15,2,1,15,5,21,2,4,43,0,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,Some college,None,"I really enjoyed the survey, Thank you",specific,NA,FL_14,hop_puddles|flap_arms_happy|climb_fences|chase_shadows|eat_flowers|like_sing|bounce_ball_head|scared_ladybugs|dont_like_icecream|can_flip_air|stripes_hair|draw_stars_knees|dont_like_mud|babies_blankets|freckles_feet|sleep_trees,NA,attn_check|song|lion|look_left|cave|window|yellow|pond|dance|sad|potatoes|banjo|maple_syrup|cats|clap|garbage|opera
d815536514b3,2026-04-20 14:37:16,2026-04-20 14:49:02,IP Address,100,706,True,2026-04-20 14:49:02,R_1guzlPPEcOzzKZX,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|cow|horse|dog,30,15,30,12,36,8,64,40,10,45,5,50,26,25,55,10,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,Middle Eastern or North African,NA,"Bachelor's (B.A., B.S.)",none,comparing different of actions and how many could do it to actions of real humans maybe?,specific,NA,FL_14,hop_puddles|dont_like_icecream|stripes_hair|can_flip_air|climb_fences|scared_ladybugs|chase_shadows|sleep_trees|like_sing|bounce_ball_head|dont_like_mud|freckles_feet|flap_arms_happy|draw_stars_knees|babies_blankets|eat_flowers,NA,garbage|potatoes|cave|cats|song|maple_syrup|clap|opera|yellow|dance|look_left|window|sad|pond|banjo|attn_check|lion
6ad8053c679f,2026-04-20 14:44:17,2026-04-20 14:49:03,IP Address,100,286,True,2026-04-20 14:49:03,R_61Xdvxbk9Fqpu1u,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|horse|dog|cow,35,27,42,40,36,50,51,26,41,28,38,26,38,51,28,26,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,Black or African American,NA,Less than high school,NA,How people make assumptions on groups based on what they see.,baseline,NA,FL_24,NA,NA,garbage|opera|pond|maple_syrup|song|attn_check|cave|sad|clap|cats|window|dance|look_left|potatoes|banjo|yellow|lion
70b86201975a,2026-04-20 14:42:36,2026-04-20 14:49:09,IP Address,100,392,True,2026-04-20 14:49:10,R_1COBqJeSrBXwed1,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|dog|pig|cow,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,I dont know,generic,NA,FL_15,NA,eat_flowers|stripes_hair|climb_fences|hop_puddles|babies_blankets|like_sing|scared_ladybugs|chase_shadows|dont_like_icecream|draw_stars_knees|sleep_trees|flap_arms_happy|can_flip_air|bounce_ball_head|dont_like_mud|freckles_feet,lion|clap|garbage|dance|cats|maple_syrup|opera|banjo|potatoes|pond|attn_check|cave|sad|look_left|song|yellow|window
7d877d157012,2026-04-20 14:40:32,2026-04-20 14:49:15,IP Address,100,522,True,2026-04-20 14:49:15,R_1D1uFi4Ld22HSqe,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|cow|pig|horse,37,23,24,5,5,65,0,5,6,23,77,76,3,1,24,10,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",No,Differences in actions that we apply to a whole group versus individuals,generic,NA,FL_15,NA,can_flip_air|dont_like_icecream|hop_puddles|babies_blankets|eat_flowers|sleep_trees|freckles_feet|dont_like_mud|bounce_ball_head|like_sing|draw_stars_knees|scared_ladybugs|chase_shadows|climb_fences|stripes_hair|flap_arms_happy,sad|dance|banjo|window|look_left|pond|garbage|maple_syrup|yellow|song|cats|attn_check|clap|potatoes|cave|opera|lion
2d5b98312a62,2026-04-20 14:39:27,2026-04-20 14:49:16,IP Address,100,589,True,2026-04-20 14:49:17,R_6EVZa2egYUTyWGu,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|bird|cow|horse,10,50,50,75,10,5,11,25,5,75,85,90,10,5,75,75,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,none,anticipating behavior,generic,NA,FL_15,NA,eat_flowers|babies_blankets|hop_puddles|stripes_hair|dont_like_icecream|chase_shadows|bounce_ball_head|scared_ladybugs|like_sing|dont_like_mud|climb_fences|freckles_feet|can_flip_air|sleep_trees|draw_stars_knees|flap_arms_happy,sad|lion|cave|yellow|dance|cats|attn_check|pond|potatoes|garbage|banjo|maple_syrup|window|song|opera|clap|look_left
e2998ddd9957,2026-04-20 14:44:53,2026-04-20 14:49:19,IP Address,100,265,True,2026-04-20 14:49:19,R_1PmwRC16TinGaw9,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|pig|dog|cow,5,38,18,13,13,80,42,5,5,13,23,39,5,35,10,15,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,Hispanic or Latino/a,NA,"Master's (M.A., M.S.)",No problem with it,stereotypes,baseline,NA,FL_24,NA,NA,song|attn_check|clap|look_left|cats|pond|cave|window|maple_syrup|yellow|dance|banjo|potatoes|garbage|lion|sad|opera
7e85aad220a1,2026-04-20 14:39:40,2026-04-20 14:49:31,IP Address,100,591,True,2026-04-20 14:49:32,R_77fXlaAhyY2YSNr,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|cow|bird|horse,15,25,33,85,75,80,75,95,50,15,75,75,50,50,80,90,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,"Prejudging people of a specific group, either racial or maybe autistic",generic,NA,FL_15,NA,freckles_feet|babies_blankets|climb_fences|hop_puddles|draw_stars_knees|sleep_trees|chase_shadows|scared_ladybugs|bounce_ball_head|stripes_hair|dont_like_icecream|dont_like_mud|can_flip_air|eat_flowers|like_sing|flap_arms_happy,window|lion|cats|song|potatoes|dance|opera|garbage|cave|clap|look_left|yellow|pond|attn_check|banjo|maple_syrup|sad
d3d544f7a164,2026-04-20 14:45:03,2026-04-20 14:49:35,IP Address,100,272,True,2026-04-20 14:49:36,R_6Fszgbl8kW5GLW9,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|cow|dog|horse,65,55,10,26,65,50,50,20,13,65,5,50,15,40,70,10,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,Assumptions about the behaviors of people from different backgrounds,baseline,NA,FL_24,NA,NA,song|cats|cave|potatoes|dance|banjo|sad|garbage|lion|opera|pond|clap|attn_check|look_left|yellow|window|maple_syrup
691858799926,2026-04-20 14:40:00,2026-04-20 14:49:35,IP Address,100,574,True,2026-04-20 14:49:36,R_3LYceBDRcR8cpw3,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|horse|dog|cow,47,16,28,37,59,35,21,40,14,40,65,30,29,18,69,42,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,how much we infer about a group of people based on one individual,baseline,NA,FL_24,NA,NA,sad|potatoes|dance|banjo|attn_check|song|garbage|cats|opera|maple_syrup|lion|look_left|clap|yellow|window|pond|cave
806490ef0cc2,2026-04-20 14:41:08,2026-04-20 14:49:36,IP Address,100,507,True,2026-04-20 14:49:36,R_7gR6DZuEkPRDtSF,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|bird|cow|horse,3,1,5,3,1,1,2,1,1,20,4,35,1,1,10,1,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,"I dunno, it was odd -- it definitely had something to do w/ personal idiosyncracies.",specific,NA,FL_14,dont_like_mud|hop_puddles|freckles_feet|stripes_hair|scared_ladybugs|bounce_ball_head|draw_stars_knees|babies_blankets|like_sing|dont_like_icecream|chase_shadows|climb_fences|eat_flowers|flap_arms_happy|sleep_trees|can_flip_air,NA,cats|window|opera|clap|pond|sad|garbage|lion|cave|maple_syrup|attn_check|dance|song|look_left|banjo|yellow|potatoes
c73e5c7974ab,2026-04-20 14:43:28,2026-04-20 14:49:36,IP Address,100,368,True,2026-04-20 14:49:37,R_6qEsrFwFnd7PVVC,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|dog|pig|horse,95,80,85,30,98,90,80,70,50,50,90,65,50,30,100,64,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,East Asian,NA,"Bachelor's (B.A., B.S.)",NA,assumptions,baseline,NA,FL_24,NA,NA,lion|look_left|pond|dance|cats|clap|maple_syrup|sad|opera|window|yellow|attn_check|banjo|cave|garbage|potatoes|song
378cd676e7ad,2026-04-20 14:39:49,2026-04-20 14:49:37,IP Address,100,587,True,2026-04-20 14:49:37,R_7h46XHJkDCPhUd5,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|cow|dog|pig,75,0,23,49,0,76,4,23,0,76,23,77,3,0,76,77,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,South or Southeast Asian,NA,"Bachelor's (B.A., B.S.)",No problems,Getting judgmental about a social group,specific,NA,FL_14,dont_like_icecream|draw_stars_knees|hop_puddles|flap_arms_happy|babies_blankets|dont_like_mud|eat_flowers|can_flip_air|bounce_ball_head|chase_shadows|scared_ladybugs|sleep_trees|stripes_hair|freckles_feet|climb_fences|like_sing,NA,dance|attn_check|sad|garbage|pond|potatoes|clap|look_left|cave|banjo|lion|maple_syrup|opera|song|cats|yellow|window
